Date,Outcome,P,Team,Opponent,Strength,OppStrength
11/30/2013,W 72 - 61,0.795039164,Brown,Central Conn. St.,0.018198607,-0.324062909
12/7/2013,W 72 - 67,0.631387542,Brown,American,0.018198607,0.137607009
12/10/2013,L 68 - 74,0.34306229,Brown,Albany (NY),0.018198607,-0.064812582
12/22/2013,L 52 - 58,0.298302872,Brown,Northwestern,0.018198607,0.525524677
12/29/2013,L 65 - 68,0.428571429,Brown,Niagara,0.018198607,-0.160913996
1/2/2014,L 66 - 75,0.265013055,Brown,Rhode Island,0.018198607,0.328213468
1/7/2014,W 72 - 68,0.598377471,Brown,New Hampshire,0.018198607,-0.370996158
1/18/2014,L 67 - 74,0.31462141,Brown,Yale,0.018198607,-0.07726426
1/25/2014,W 73 - 56,0.897333085,Brown,Yale,0.018198607,-0.07726426
1/31/2014,W 78 - 66,0.796251399,Brown,Cornell,0.018198607,-0.420164323
2/1/2014,W 64 - 56,0.742819843,Brown,Columbia,0.018198607,0.175281317
2/7/2014,L 45 - 52,0.236385677,Brown,Harvard,0.018198607,1.05647701
2/8/2014,W 75 - 62,0.826650504,Brown,Dartmouth,0.018198607,-0.242009542
2/14/2014,L 65 - 69,0.39537486,Brown,Princeton,0.018198607,0.257334684
2/15/2014,W 62 - 55,0.720813129,Brown,Penn,0.018198607,-0.257973232
2/21/2014,L 68 - 70,0.465124953,Brown,Columbia,0.018198607,0.175281317
2/22/2014,W 81 - 75 (1OT),0.641644909,Brown,Cornell,0.018198607,-0.420164323
2/28/2014,W 76 - 67,0.730231257,Brown,Penn,0.018198607,-0.257973232
3/1/2014,L 64 - 69,0.360313316,Brown,Princeton,0.018198607,0.257334684
3/7/2014,L 68 - 75,0.318631108,Brown,Dartmouth,0.018198607,-0.242009542
3/8/2014,L 93 - 98 (1OT),0.41076091,Brown,Harvard,0.018198607,1.05647701
11/9/2013,W 61 - 59,0.545225662,Drake,Ill.-Chicago,0.013728773,-0.208485792
11/16/2013,L 63 - 67,0.38996643,Drake,St. Mary's (CA),0.013728773,0.730498458
11/23/2013,W 88 - 80,0.674188736,Drake,Omaha,0.013728773,-0.045656154
11/29/2013,W 84 - 74,0.731629989,Drake,Fresno St.,0.013728773,0.214551995
11/30/2013,W 76 - 56,0.923349496,Drake,Northern Ariz.,0.013728773,-0.238816804
12/1/2013,W 65 - 57,0.739929131,Drake,Bakersfield,0.013728773,-0.15197433
12/7/2013,L 66 - 83,0.13157404,Drake,Iowa,0.013728773,2.479799617
12/14/2013,L 69 - 81 (1OT),0.212700485,Drake,New Mexico St.,0.013728773,0.639186151
12/18/2013,W 71 - 68,0.565180903,Drake,Western Mich.,0.013728773,0.236262613
12/23/2013,W 71 - 63,0.719414398,Drake,Albany (NY),0.013728773,-0.064812582
12/29/2013,W 75 - 52,0.954960836,Drake,IUPUI,0.013728773,-0.339068777
1/1/2014,W 94 - 66,0.949645655,Drake,Evansville,0.013728773,-0.005427655
1/4/2014,L 57 - 68,0.189388288,Drake,Bradley,0.013728773,-0.059065653
1/8/2014,L 73 - 77,0.408895934,Drake,Indiana St.,0.013728773,0.397815157
1/11/2014,L 66 - 76,0.242446848,Drake,UNI,0.013728773,0.440597846
1/15/2014,L 60 - 70,0.220626632,Drake,Loyola Chicago,0.013728773,-0.12930589
1/18/2014,L 63 - 77,0.159082432,Drake,Illinois St.,0.013728773,0.161552544
1/22/2014,W 57 - 54,0.591104066,Drake,Southern Ill.,0.013728773,0.146865949
1/25/2014,L 61 - 78,0.117493473,Drake,Wichita St.,0.013728773,3.848526405
1/29/2014,W 84 - 74,0.731629989,Drake,Missouri St.,0.013728773,0.204654507
2/1/2014,L 57 - 75,0.094554271,Drake,Illinois St.,0.013728773,0.161552544
2/4/2014,L 58 - 74,0.118892204,Drake,Southern Ill.,0.013728773,0.146865949
2/9/2014,L 56 - 60,0.37458038,Drake,Indiana St.,0.013728773,0.397815157
2/12/2014,L 63 - 69,0.330473704,Drake,Missouri St.,0.013728773,0.204654507
2/15/2014,W 70 - 62,0.723330847,Drake,Loyola Chicago,0.013728773,-0.12930589
2/18/2014,W 70 - 67,0.566672883,Drake,UNI,0.013728773,0.440597846
2/22/2014,L 54 - 83,0.026016412,Drake,Wichita St.,0.013728773,3.848526405
2/25/2014,L 48 - 61,0.122995151,Drake,Evansville,0.013728773,-0.005427655
3/1/2014,W 71 - 66,0.633439015,Drake,Bradley,0.013728773,-0.059065653
3/6/2014,L 61 - 69,0.273125699,Drake,Evansville,0.013728773,-0.005427655
11/8/2013,L 61 - 84,0.068351361,Oakland,North Carolina,0.003192738,2.403173905
11/12/2013,L 60 - 91,0.030119358,Oakland,UCLA,0.003192738,3.02926983
11/15/2013,L 60 - 64,0.383532264,Oakland,California,0.003192738,1.0456217
11/17/2013,L 67 - 82,0.1576837,Oakland,Gonzaga,0.003192738,2.073683342
11/23/2013,L 75 - 84,0.291029467,Oakland,La.-Lafayette,0.003192738,0.156763437
11/24/2013,L 62 - 68,0.328235733,Oakland,St. Francis Brooklyn,0.003192738,-0.028096095
11/26/2013,L 88 - 99,0.281984334,Oakland,Western Mich.,0.003192738,0.236262613
12/7/2013,W 73 - 56,0.897333085,Oakland,Ohio,0.003192738,0.333641123
12/10/2013,L 54 - 81,0.031331593,Oakland,Indiana,0.003192738,1.287950516
12/14/2013,L 63 - 67,0.38996643,Oakland,Michigan St.,0.003192738,3.527656234
12/16/2013,W 90 - 75,0.815553898,Oakland,Illinois St.,0.003192738,0.161552544
12/21/2013,L 79 - 81 (1OT),0.474822827,Oakland,Eastern Mich.,0.003192738,0.26372016
12/22/2013,W 100 - 94,0.61003357,Oakland,Robert Morris,0.003192738,-0.059704201
1/2/2014,L 64 - 76,0.195262962,Oakland,Wright St.,0.003192738,0.176877686
1/4/2014,W 75 - 70,0.623368146,Oakland,Valparaiso,0.003192738,0.072794427
1/8/2014,L 75 - 84,0.291029467,Oakland,Milwaukee,0.003192738,0.144311758
1/11/2014,W 77 - 69,0.701697128,Oakland,Detroit,0.003192738,-0.042144142
1/16/2014,L 76 - 86,0.272566207,Oakland,Cleveland St.,0.003192738,0.365568503
1/22/2014,L 69 - 83,0.179410668,Oakland,Green Bay,0.003192738,0.788925564
1/25/2014,W 76 - 75,0.505501678,Oakland,Ill.-Chicago,0.003192738,-0.208485792
1/31/2014,W 86 - 85,0.501771727,Oakland,Youngstown St.,0.003192738,-0.004469833
2/2/2014,L 64 - 86,0.081126445,Oakland,Milwaukee,0.003192738,0.144311758
2/6/2014,L 85 - 92,0.352853413,Oakland,Cleveland St.,0.003192738,0.365568503
2/9/2014,L 60 - 63,0.418966803,Oakland,Valparaiso,0.003192738,0.072794427
2/14/2014,W 83 - 82 (1OT),0.502610966,Oakland,Detroit,0.003192738,-0.042144142
2/16/2014,L 71 - 72,0.490208877,Oakland,Wright St.,0.003192738,0.176877686
2/21/2014,W 86 - 71,0.829354718,Oakland,Ill.-Chicago,0.003192738,-0.208485792
2/27/2014,L 63 - 71,0.279186871,Oakland,Green Bay,0.003192738,0.788925564
3/1/2014,W 87 - 81,0.629522566,Oakland,Youngstown St.,0.003192738,-0.004469833
3/4/2014,W 96 - 92 (1OT),0.563595673,Oakland,Youngstown St.,0.003192738,-0.004469833
3/7/2014,L 57 - 73,0.116094741,Oakland,Wright St.,0.003192738,0.176877686
11/11/2013,W 81 - 77,0.584576651,Kent St.,Temple,0.000319274,0.275214017
11/13/2013,L 76 - 78,0.472864603,Kent St.,Seton Hall,0.000319274,1.054561367
11/17/2013,W 75 - 58,0.89080567,Kent St.,Saint Peter's,0.000319274,-0.165383829
11/21/2013,W 72 - 59,0.838120104,Kent St.,Western Caro.,0.000319274,-0.196034114
11/22/2013,W 79 - 78,0.503916449,Kent St.,USC Upstate,0.000319274,0.074390796
11/23/2013,W 102 - 97,0.583644163,Kent St.,Niagara,0.000319274,-0.160913996
11/27/2013,W 83 - 79,0.581033197,Kent St.,Youngstown St.,0.000319274,-0.004469833
12/1/2013,W 68 - 51,0.912439388,Kent St.,Kennesaw St.,0.000319274,-0.402604264
12/4/2013,L 59 - 66,0.293733681,Kent St.,Bucknell,0.000319274,0.076625712
12/21/2013,W 58 - 54,0.629522566,Kent St.,Col. of Charleston,0.000319274,-0.094505045
12/28/2013,L 70 - 78,0.300167848,Kent St.,Cleveland St.,0.000319274,0.365568503
12/31/2013,L 68 - 73,0.370477434,Kent St.,Princeton,0.000319274,0.257334684
1/8/2014,L 53 - 59,0.301286833,Kent St.,Ohio,0.000319274,0.333641123
1/11/2014,W 86 - 74,0.772006714,Kent St.,Ball St.,0.000319274,-0.298840278
1/15/2014,W 73 - 64 (1OT),0.740581872,Kent St.,Northern Ill.,0.000319274,-0.088438843
1/18/2014,L 60 - 71,0.200298396,Kent St.,Buffalo,0.000319274,0.253503398
1/23/2014,L 59 - 75,0.122528907,Kent St.,Western Mich.,0.000319274,0.236262613
1/26/2014,L 78 - 81,0.445542708,Kent St.,Toledo,0.000319274,0.417929406
1/29/2014,L 49 - 50,0.478739276,Kent St.,Northern Ill.,0.000319274,-0.088438843
2/1/2014,W 60 - 57,0.585136143,Kent St.,Akron,0.000319274,0.223810935
2/5/2014,L 73 - 78 (1OT),0.379895561,Kent St.,Central Mich.,0.000319274,-0.297882457
2/8/2014,L 53 - 70,0.091663558,Kent St.,Eastern Mich.,0.000319274,0.26372016
2/12/2014,W 62 - 61,0.517064528,Kent St.,Bowling Green,0.000319274,-0.103444712
2/15/2014,W 83 - 75,0.686963819,Kent St.,Central Mich.,0.000319274,-0.297882457
2/19/2014,W 75 - 63,0.807348004,Kent St.,Miami (OH),0.000319274,-0.13186008
2/22/2014,L 69 - 78,0.274244685,Kent St.,Buffalo,0.000319274,0.253503398
2/26/2014,L 66 - 73,0.313036181,Kent St.,Bowling Green,0.000319274,-0.103444712
3/1/2014,W 75 - 61,0.845673256,Kent St.,Ohio,0.000319274,0.333641123
3/4/2014,L 61 - 73,0.185658336,Kent St.,Miami (OH),0.000319274,-0.13186008
3/7/2014,L 54 - 58,0.368612458,Kent St.,Akron,0.000319274,0.223810935
3/10/2014,L 64 - 71,0.307348004,Kent St.,Miami (OH),0.000319274,-0.13186008
11/8/2013,L 70 - 74,0.403767251,South Dakota St.,San Diego,0,0.289581338
11/9/2013,L 89 - 98,0.322640806,South Dakota St.,Loyola Marymount,0,0.028734642
11/14/2013,L 69 - 77,0.297183887,South Dakota St.,Montana,0,-0.151335782
11/21/2013,L 54 - 68,0.130268557,South Dakota St.,Texas Tech,0,0.789564111
11/25/2013,W 77 - 65,0.800167848,South Dakota St.,Howard,0,-0.428465442
11/26/2013,W 74 - 61,0.831592689,South Dakota St.,Lehigh,0,-0.191564281
11/29/2013,L 64 - 83,0.106490116,South Dakota St.,UC Santa Barbara,0,0.387279121
12/1/2013,L 60 - 92,0.026855651,South Dakota St.,Stanford,0,1.54783939
12/10/2013,L 59 - 75,0.122528907,South Dakota St.,Minnesota,0,1.415021489
12/14/2013,W 85 - 72,0.795971652,South Dakota St.,Belmont,0,0.26372016
12/21/2013,W 77 - 70,0.674188736,South Dakota St.,North Dakota,0,-0.134733544
12/28/2013,W 65 - 60,0.647146587,South Dakota St.,UMKC,0,-0.264358708
1/9/2014,W 86 - 70,0.845300261,South Dakota St.,IUPUI,0,-0.339068777
1/11/2014,L 75 - 82,0.334390153,South Dakota St.,IPFW,0,0.112384378
1/16/2014,W 64 - 55,0.772659455,South Dakota St.,Western Ill.,0,-0.306183576
1/18/2014,L 71 - 80,0.280585602,South Dakota St.,Omaha,0,-0.045656154
1/25/2014,L 77 - 85,0.316766132,South Dakota St.,North Dakota St.,0,0.469971036
1/30/2014,W 74 - 73,0.506713913,South Dakota St.,Denver,0,0.145588854
2/1/2014,W 70 - 68,0.532916822,South Dakota St.,South Dakota,0,-0.19316065
2/6/2014,W 79 - 51,0.975289071,South Dakota St.,IPFW,0,0.112384378
2/8/2014,W 83 - 59,0.943677732,South Dakota St.,IUPUI,0,-0.339068777
2/13/2014,W 77 - 60,0.885024245,South Dakota St.,Omaha,0,-0.045656154
2/15/2014,W 62 - 50,0.853785901,South Dakota St.,Western Ill.,0,-0.306183576
2/22/2014,L 59 - 74,0.133532264,South Dakota St.,North Dakota St.,0,0.469971036
2/27/2014,W 78 - 69,0.72463633,South Dakota St.,Denver,0,0.145588854
3/1/2014,W 75 - 61,0.845673256,South Dakota St.,South Dakota,0,-0.19316065
3/9/2014,W 71 - 50,0.948153674,South Dakota St.,Western Ill.,0,-0.306183576
3/10/2014,L 60 - 64,0.383532264,South Dakota St.,IPFW,0,0.112384378
11/8/2013,W 73 - 57,0.883345767,Youngstown St.,Kennesaw St.,-0.004469833,-0.402604264
11/9/2013,W 74 - 72 (1OT),0.529186871,Youngstown St.,FIU,-0.004469833,-0.167299472
11/10/2013,W 75 - 67,0.706266319,Youngstown St.,Eastern Ky.,-0.004469833,0.116215664
11/17/2013,L 69 - 85,0.151342783,Youngstown St.,Massachusetts,-0.004469833,1.414702215
11/27/2013,L 79 - 83,0.418127564,Youngstown St.,Kent St.,-0.004469833,0.000319274
11/30/2013,L 86 - 88,0.477340545,Youngstown St.,Austin Peay,-0.004469833,-0.284792231
12/4/2013,W 84 - 76,0.68537859,Youngstown St.,Robert Morris,-0.004469833,-0.059704201
12/7/2013,L 80 - 88,0.322827303,Youngstown St.,UMKC,-0.004469833,-0.264358708
12/14/2013,L 73 - 91,0.138847445,Youngstown St.,Pittsburgh,-0.004469833,2.972439093
12/17/2013,W 71 - 59,0.82152182,Youngstown St.,Bethune-Cookman,-0.004469833,-0.425591978
12/21/2013,L 87 - 96,0.317605371,Youngstown St.,St. John's (NY),-0.004469833,1.609459234
12/29/2013,W 85 - 59,0.954308094,Youngstown St.,South Dakota,-0.004469833,-0.19316065
1/2/2014,L 76 - 82,0.359660574,Youngstown St.,Milwaukee,-0.004469833,0.144311758
1/4/2014,L 69 - 85,0.151342783,Youngstown St.,Green Bay,-0.004469833,0.788925564
1/7/2014,W 75 - 62,0.826650504,Youngstown St.,Ill.-Chicago,-0.004469833,-0.208485792
1/13/2014,W 67 - 66,0.51230884,Youngstown St.,Cleveland St.,-0.004469833,0.365568503
1/18/2014,W 77 - 63,0.839518836,Youngstown St.,Detroit,-0.004469833,-0.042144142
1/23/2014,L 71 - 74,0.437803059,Youngstown St.,Valparaiso,-0.004469833,0.072794427
1/25/2014,W 68 - 67,0.511656098,Youngstown St.,Wright St.,-0.004469833,0.176877686
1/31/2014,L 85 - 86,0.49766878,Youngstown St.,Oakland,-0.004469833,0.003192738
2/5/2014,L 67 - 77,0.245897053,Youngstown St.,Wright St.,-0.004469833,0.176877686
2/9/2014,L 81 - 83 (1OT),0.475941813,Youngstown St.,Detroit,-0.004469833,-0.042144142
2/13/2014,L 40 - 71,0.006527415,Youngstown St.,Green Bay,-0.004469833,0.788925564
2/15/2014,W 59 - 56,0.587933607,Youngstown St.,Ill.-Chicago,-0.004469833,-0.208485792
2/20/2014,W 88 - 83 (1OT),0.60154793,Youngstown St.,Milwaukee,-0.004469833,0.144311758
2/22/2014,L 66 - 68,0.462513987,Youngstown St.,Valparaiso,-0.004469833,0.072794427
2/25/2014,L 69 - 70 (1OT),0.488623648,Youngstown St.,Cleveland St.,-0.004469833,0.365568503
3/1/2014,L 81 - 87,0.368612458,Youngstown St.,Oakland,-0.004469833,0.003192738
3/4/2014,L 92 - 96 (1OT),0.434912346,Youngstown St.,Oakland,-0.004469833,0.003192738
11/12/2013,W 84 - 78,0.635210742,Evansville,IUPUI,-0.005427655,-0.339068777
11/18/2013,W 89 - 76,0.782916822,Evansville,Mercer,-0.005427655,0.332364028
11/20/2013,W 100 - 92,0.653767251,Evansville,Valparaiso,-0.005427655,0.072794427
11/26/2013,L 46 - 77,0.011376352,Evansville,Indiana,-0.005427655,1.287950516
11/30/2013,L 59 - 81,0.07002984,Evansville,Ohio,-0.005427655,0.333641123
12/4/2013,L 63 - 65,0.459063782,Evansville,Murray St.,-0.005427655,-0.094824319
12/7/2013,W 78 - 65,0.815553898,Evansville,Miami (OH),-0.005427655,-0.13186008
12/10/2013,L 60 - 63,0.418966803,Evansville,Xavier,-0.005427655,1.774204516
12/14/2013,L 51 - 57,0.294666169,Evansville,Jackson St.,-0.005427655,-0.297243909
12/21/2013,L 59 - 68,0.241607609,Evansville,Butler,-0.005427655,0.630885032
12/28/2013,W 96 - 61,0.977993286,Evansville,Grambling,-0.005427655,-0.470928857
1/1/2014,L 66 - 94,0.050261097,Evansville,Drake,-0.005427655,0.013728773
1/4/2014,L 62 - 81,0.099309959,Evansville,Indiana St.,-0.005427655,0.397815157
1/8/2014,L 53 - 80,0.0307721,Evansville,UNI,-0.005427655,0.440597846
1/11/2014,W 75 - 69,0.653767251,Evansville,Southern Ill.,-0.005427655,0.146865949
1/15/2014,L 78 - 79 (1OT),0.495430809,Evansville,Illinois St.,-0.005427655,0.161552544
1/18/2014,W 53 - 48,0.683233868,Evansville,Loyola Chicago,-0.005427655,-0.12930589
1/21/2014,L 61 - 64,0.421111526,Evansville,Missouri St.,-0.005427655,0.204654507
1/26/2014,W 66 - 60,0.674188736,Evansville,Bradley,-0.005427655,-0.059065653
1/29/2014,L 81 - 95,0.214378963,Evansville,UNI,-0.005427655,0.440597846
2/1/2014,L 67 - 81,0.173349496,Evansville,Wichita St.,-0.005427655,3.848526405
2/5/2014,L 54 - 66,0.159082432,Evansville,Missouri St.,-0.005427655,0.204654507
2/9/2014,L 66 - 83,0.13157404,Evansville,Bradley,-0.005427655,-0.059065653
2/12/2014,W 104 - 98 (1OT),0.603599403,Evansville,Illinois St.,-0.005427655,0.161552544
2/16/2014,L 68 - 84,0.148638568,Evansville,Wichita St.,-0.005427655,3.848526405
2/19/2014,L 54 - 59,0.335509138,Evansville,Indiana St.,-0.005427655,0.397815157
2/22/2014,L 56 - 61,0.341663558,Evansville,Southern Ill.,-0.005427655,0.146865949
2/25/2014,W 61 - 48,0.876631854,Evansville,Drake,-0.005427655,0.013728773
3/1/2014,W 75 - 72,0.559958971,Evansville,Loyola Chicago,-0.005427655,-0.12930589
3/6/2014,W 69 - 61,0.725941813,Evansville,Drake,-0.005427655,0.013728773
3/7/2014,L 58 - 80,0.067139127,Evansville,Wichita St.,-0.005427655,3.848526405
11/11/2013,L 49 - 66,0.079541216,Western Ky.,Wichita St.,-0.008939666,3.848526405
11/16/2013,W 57 - 50,0.739649385,Western Ky.,East Tenn. St.,-0.008939666,-0.167618746
11/21/2013,W 73 - 58,0.868705707,Western Ky.,UNC Wilmington,-0.008939666,-0.276491112
11/23/2013,W 67 - 64,0.571801567,Western Ky.,Samford,-0.008939666,-0.362695039
11/26/2013,L 64 - 74,0.235173443,Western Ky.,Marshall,-0.008939666,-0.101209795
11/30/2013,W 68 - 53,0.884464752,Western Ky.,Eastern Ill.,-0.008939666,-0.364610681
12/2/2013,L 62 - 74,0.188269302,Western Ky.,Bowling Green,-0.008939666,-0.103444712
12/7/2013,W 69 - 60,0.754102947,Western Ky.,Southern Ill.,-0.008939666,0.146865949
12/14/2013,L 63 - 79,0.134278254,Western Ky.,Louisville,-0.008939666,4.670656444
12/18/2013,W 68 - 65,0.569936591,Western Ky.,Southern Miss.,-0.008939666,0.702402364
12/21/2013,W 71 - 64,0.691160015,Western Ky.,Murray St.,-0.008939666,-0.094824319
12/30/2013,L 74 - 79,0.38232003,Western Ky.,Ole Miss,-0.008939666,0.857569431
1/2/2014,W 58 - 56,0.548302872,Western Ky.,South Ala.,-0.008939666,-0.204015959
1/4/2014,W 60 - 51,0.789444237,Western Ky.,Troy,-0.008939666,-0.258931053
1/9/2014,L 54 - 77,0.049515106,Western Ky.,Georgia St.,-0.008939666,0.381532193
1/16/2014,L 83 - 87 (1OT),0.423908989,Western Ky.,UALR,-0.008939666,-0.210082161
1/18/2014,W 82 - 77 (2OT),0.611712048,Western Ky.,Arkansas St.,-0.008939666,-0.062258391
1/23/2014,W 69 - 51,0.921671018,Western Ky.,La.-Monroe,-0.008939666,-0.252545577
1/25/2014,W 79 - 70,0.722118612,Western Ky.,La.-Lafayette,-0.008939666,0.156763437
1/30/2014,W 77 - 72,0.62075718,Western Ky.,Texas-Arlington,-0.008939666,-0.10248689
2/1/2014,W 68 - 64,0.605091384,Western Ky.,Texas St.,-0.008939666,-0.293412624
2/8/2014,W 79 - 78,0.503916449,Western Ky.,UALR,-0.008939666,-0.210082161
2/10/2014,L 58 - 72,0.144349123,Western Ky.,Arkansas St.,-0.008939666,-0.062258391
2/13/2014,W 81 - 76,0.614136516,Western Ky.,Troy,-0.008939666,-0.258931053
2/15/2014,L 62 - 69,0.301753077,Western Ky.,South Ala.,-0.008939666,-0.204015959
2/22/2014,W 72 - 63,0.742819843,Western Ky.,La.-Monroe,-0.008939666,-0.252545577
2/27/2014,W 51 - 50,0.520887728,Western Ky.,Texas St.,-0.008939666,-0.293412624
3/1/2014,L 73 - 80,0.329447967,Western Ky.,Texas-Arlington,-0.008939666,-0.10248689
3/6/2014,W 75 - 72,0.559958971,Western Ky.,La.-Lafayette,-0.008939666,0.156763437
3/8/2014,L 55 - 73,0.088866095,Western Ky.,Georgia St.,-0.008939666,0.381532193
3/15/2014,L 72 - 73,0.491421112,Western Ky.,La.-Lafayette,-0.008939666,0.156763437
11/10/2013,W 74 - 68,0.655632227,Oral Roberts,Tulsa,-0.011813131,0.581397593
11/13/2013,L 63 - 71,0.279186871,Oral Roberts,Kansas St.,-0.011813131,1.549116486
11/16/2013,W 82 - 65,0.870290936,Oral Roberts,Texas St.,-0.011813131,-0.293412624
11/21/2013,L 55 - 72,0.098004476,Oral Roberts,Saint Louis,-0.011813131,1.519104748
11/23/2013,L 67 - 76,0.268743006,Oral Roberts,Wisconsin,-0.011813131,3.498602318
11/26/2013,W 67 - 65,0.537486013,Oral Roberts,Ga. Southern,-0.011813131,-0.305864302
11/27/2013,W 63 - 56,0.715031705,Oral Roberts,Bowling Green,-0.011813131,-0.103444712
12/7/2013,L 58 - 71,0.157217456,Oral Roberts,Wichita St.,-0.011813131,3.848526405
12/13/2013,L 67 - 70,0.431648639,Oral Roberts,Missouri St.,-0.011813131,0.204654507
12/16/2013,L 64 - 74,0.235173443,Oral Roberts,Akron,-0.011813131,0.223810935
12/30/2013,L 55 - 81,0.036087281,Oral Roberts,Baylor,-0.011813131,1.857854252
1/2/2014,W 88 - 55,0.981163745,Oral Roberts,Houston Baptist,-0.011813131,-0.408031918
1/4/2014,L 64 - 71,0.307348004,Oral Roberts,A&M-Corpus Chris,-0.011813131,-0.243286637
1/11/2014,W 93 - 80,0.77228646,Oral Roberts,Central Ark.,-0.011813131,-0.418567954
1/16/2014,W 82 - 59,0.937523312,Oral Roberts,Abilene Christian,-0.011813131,-0.46613975
1/18/2014,W 79 - 77,0.525923163,Oral Roberts,Incarnate Word,-0.011813131,-0.366845598
1/23/2014,L 69 - 72,0.434912346,Oral Roberts,Stephen F. Austin,-0.011813131,0.381212919
1/25/2014,L 83 - 87,0.423908989,Oral Roberts,Northwestern St.,-0.011813131,-0.08396901
1/30/2014,L 72 - 73 (1OT),0.491421112,Oral Roberts,Nicholls St.,-0.011813131,-0.365568503
2/1/2014,L 68 - 79,0.227993286,Oral Roberts,McNeese St.,-0.011813131,-0.355032467
2/6/2014,W 79 - 59,0.916076091,Oral Roberts,New Orleans,-0.011813131,-0.382809288
2/8/2014,W 71 - 54,0.90460649,Oral Roberts,Southeastern La.,-0.011813131,-0.364929955
2/13/2014,W 80 - 66,0.830660201,Oral Roberts,Houston Baptist,-0.011813131,-0.408031918
2/15/2014,L 72 - 74 (1OT),0.46997389,Oral Roberts,A&M-Corpus Chris,-0.011813131,-0.243286637
2/22/2014,W 63 - 50,0.869824692,Oral Roberts,Central Ark.,-0.011813131,-0.418567954
2/27/2014,W 75 - 67,0.706266319,Oral Roberts,Lamar,-0.011813131,-0.395260966
3/1/2014,W 80 - 73,0.669619545,Oral Roberts,Sam Houston St.,-0.011813131,-0.180070424
3/6/2014,L 72 - 83,0.241048116,Oral Roberts,Stephen F. Austin,-0.011813131,0.381212919
3/8/2014,L 82 - 88,0.371876166,Oral Roberts,Northwestern St.,-0.011813131,-0.08396901
3/12/2014,W 66 - 62,0.610593062,Oral Roberts,McNeese St.,-0.011813131,-0.355032467
3/13/2014,L 61 - 70,0.248414771,Oral Roberts,Sam Houston St.,-0.011813131,-0.180070424
11/10/2013,L 72 - 82,0.260723611,Holy Cross,Harvard,-0.012770952,1.05647701
11/13/2013,W 122 - 118 (2OT),0.545225662,Holy Cross,Sacred Heart,-0.012770952,-0.340345873
11/15/2013,L 54 - 62,0.24766878,Holy Cross,North Carolina,-0.012770952,2.403173905
11/20/2013,W 63 - 49,0.886236479,Holy Cross,Fairfield,-0.012770952,-0.200823221
11/23/2013,L 70 - 81,0.233774711,Holy Cross,Belmont,-0.012770952,0.26372016
11/24/2013,W 80 - 55,0.959343529,Holy Cross,Hartford,-0.012770952,-0.207208697
11/30/2013,W 63 - 52,0.829727714,Holy Cross,New Hampshire,-0.012770952,-0.370996158
12/4/2013,W 62 - 57,0.65535248,Holy Cross,Albany (NY),-0.012770952,-0.064812582
12/7/2013,L 78 - 90,0.239369638,Holy Cross,Hartford,-0.012770952,-0.207208697
12/16/2013,L 73 - 83,0.264080567,Holy Cross,Canisius,-0.012770952,0.191564281
12/21/2013,W 74 - 55,0.91924655,Holy Cross,NJIT,-0.012770952,-0.383447836
12/28/2013,L 66 - 88,0.084576651,Holy Cross,Michigan,-0.012770952,2.668490434
1/2/2014,L 60 - 70,0.220626632,Holy Cross,Boston U.,-0.012770952,0.242009542
1/5/2014,L 54 - 69,0.117866468,Holy Cross,American,-0.012770952,0.137607009
1/8/2014,W 73 - 64,0.740581872,Holy Cross,Colgate,-0.012770952,-0.125474604
1/11/2014,L 57 - 61,0.377471093,Holy Cross,Bucknell,-0.012770952,0.076625712
1/15/2014,W 78 - 75,0.557068258,Holy Cross,Army,-0.012770952,-0.185178805
1/18/2014,W 61 - 42,0.958690787,Holy Cross,Lehigh,-0.012770952,-0.191564281
1/22/2014,W 59 - 58,0.518370011,Holy Cross,Lafayette,-0.012770952,-0.177835508
1/25/2014,W 67 - 52,0.888660947,Holy Cross,Navy,-0.012770952,-0.371953979
1/29/2014,W 60 - 51,0.789444237,Holy Cross,Loyola Maryland,-0.012770952,-0.290539159
2/1/2014,L 57 - 63,0.31387542,Holy Cross,American,-0.012770952,0.137607009
2/4/2014,W 69 - 68,0.511376352,Holy Cross,Colgate,-0.012770952,-0.125474604
2/9/2014,W 66 - 50,0.907403954,Holy Cross,Bucknell,-0.012770952,0.076625712
2/12/2014,W 66 - 63,0.573946289,Holy Cross,Army,-0.012770952,-0.185178805
2/15/2014,W 72 - 67,0.631387542,Holy Cross,Lehigh,-0.012770952,-0.191564281
2/19/2014,L 64 - 76,0.195262962,Holy Cross,Lafayette,-0.012770952,-0.177835508
2/23/2014,W 74 - 57,0.893789631,Holy Cross,Navy,-0.012770952,-0.371953979
2/26/2014,W 65 - 52,0.861432301,Holy Cross,Loyola Maryland,-0.012770952,-0.290539159
3/1/2014,L 64 - 68,0.392857143,Holy Cross,Boston U.,-0.012770952,0.242009542
3/5/2014,W 54 - 48,0.715031705,Holy Cross,Lehigh,-0.012770952,-0.191564281
3/8/2014,L 46 - 57,0.146493846,Holy Cross,American,-0.012770952,0.137607009
11/8/2013,L 62 - 74,0.188269302,Siena,Albany (NY),-0.021710619,-0.064812582
11/12/2013,L 66 - 77,0.220626632,Siena,Vermont,-0.021710619,0.330129111
11/16/2013,L 74 - 78,0.409828422,Siena,La Salle,-0.021710619,0.341942242
11/19/2013,W 72 - 70,0.530585602,Siena,St. Bonaventure,-0.021710619,0.664728055
